s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,BURN_RATE
 1.4641682E+001, 1.6395459E+002,-5.6698110E+001,-1.1191721E+002,-2.0386894E+000,-2.8626342E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4495389E+000,-6.7280499E+000, 4.3479506E-003
 1.4704709E+001, 1.5931735E+002,-5.5124805E+001,-1.0604846E+002,-2.0203944E+000,-2.8199220E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6585457E+000,-3.9045172E+000, 4.3479506E-003
 1.4768489E+001, 1.6249308E+002,-5.6198400E+001,-1.0627025E+002,-1.8086421E+000,-1.8047493E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5791808E+000,-1.8022621E+000, 4.3479506E-003
 1.4828687E+001, 1.6194222E+002,-5.5949266E+001,-1.0493012E+002,-1.7085688E+000,-2.2481359E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.8068989E-002,-6.6821111E-001, 4.3479506E-003
 1.4881660E+001, 1.4737020E+002,-5.0929760E+001,-9.6972597E+001,-1.5823308E+000,-4.7333167E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7451684E+000,-2.1192248E+000, 4.3479506E-003
 1.4947878E+001, 1.4577171E+002,-5.0431306E+001,-9.4383473E+001,-1.5905470E+000,-3.3668014E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.9639374E-001,-6.3395457E-001, 4.3479506E-003
 1.5000852E+001, 1.6507396E+002,-5.7131480E+001,-1.0345520E+002,-1.5609537E+000, 7.2409540E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0791367E+000, 2.9335699E+000, 4.3479506E-003
 1.5067069E+001, 1.9587930E+002,-6.7674177E+001,-1.2193454E+002,-1.5370116E+000, 1.9136378E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6486670E+000, 4.7526994E+000, 4.3479506E-003
 1.5120044E+001, 2.0675838E+002,-7.1371070E+001,-1.3096891E+002,-1.5716493E+000, 2.0346071E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9305610E+000, 2.8670965E+000, 4.3479506E-003
 1.5186261E+001, 2.0016886E+002,-6.8876022E+001,-1.2904182E+002,-1.5020275E+000, 3.1916600E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1323977E-001, 7.8090208E-001, 4.3479506E-003
 1.5246912E+001, 1.8697111E+002,-6.4537588E+001,-1.2147165E+002,-1.4616531E+000, 2.9927121E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.4544653E-001,-4.6985248E-001, 4.3479506E-003
 1.5306171E+001, 1.8637814E+002,-6.4423208E+001,-1.2069565E+002,-1.5700125E+000, 2.3206694E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7229394E-001,-2.8752163E-001, 4.3479506E-003
 1.5365431E+001, 1.7334525E+002,-5.9867335E+001,-1.1309476E+002,-1.6670571E+000, 1.8327591E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3835415E-001,-1.2655774E+000, 4.3479506E-003
 1.5424690E+001, 1.7071367E+002,-5.8922251E+001,-1.0961625E+002,-1.7293929E+000, 1.4450690E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0017953E-001, 4.6022755E-001, 4.3479506E-003
 1.5483950E+001, 1.8308730E+002,-6.3239965E+001,-1.1601216E+002,-1.7810897E+000, 1.6402614E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9677181E+000, 2.0704868E+000, 4.3479506E-003
 1.5547950E+001, 2.1451403E+002,-7.4035268E+001,-1.3263663E+002,-1.8529860E+000, 2.1341002E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5328143E+000, 6.0104851E+000, 4.3479506E-003
 1.5600098E+001, 2.4196740E+002,-8.3615636E+001,-1.4940133E+002,-1.7612021E+000, 4.0005424E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5143925E+000, 7.2292320E+000, 4.3479506E-003
 1.5662458E+001, 2.5052865E+002,-8.6355032E+001,-1.5765520E+002,-1.6071713E+000, 6.1510563E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8551118E+000, 4.9727572E+000, 4.3479506E-003
 1.5720581E+001, 2.6397387E+002,-9.1109863E+001,-1.6708851E+002,-1.5643939E+000, 6.7100603E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3553273E+000, 4.2782032E+000, 4.3479506E-003
 1.5789038E+001, 2.5450106E+002,-8.7957115E+001,-1.6462790E+002,-1.5334587E+000, 5.9234129E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0871825E+000, 4.4182081E-001, 4.3479506E-003
 1.5840703E+001, 2.3474971E+002,-8.1113676E+001,-1.5684334E+002,-1.6585986E+000, 3.8372669E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5202550E+000,-4.8275261E+000, 4.3479506E-003
 1.5902702E+001, 2.1169649E+002,-7.3193736E+001,-1.4461184E+002,-1.8455884E+000,-5.4674323E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.3972280E+000,-7.9601414E+000, 4.3479506E-003
 1.5964701E+001, 1.6428595E+002,-5.6787230E+001,-1.1522909E+002,-1.9956080E+000,-1.9849082E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0393352E+000,-9.7458275E+000, 4.3479506E-003
 1.6030832E+001, 1.2854123E+002,-4.4380772E+001,-9.0943940E+001,-2.0799675E+000,-2.1091179E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.3586763E+000,-8.8845443E+000, 4.3479506E-003
 1.6091076E+001, 1.2936433E+002,-4.4686170E+001,-8.7551395E+001,-1.9971236E+000,-2.4298896E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.0231293E+000,-4.8946570E+000, 4.3479506E-003
 1.6141087E+001, 1.4408220E+002,-4.9737383E+001,-9.4718322E+001,-1.6087344E+000, 2.0247195E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9195439E+000,-1.9619872E+000, 4.3479506E-003
 1.6203604E+001, 1.6119333E+002,-5.5587002E+001,-1.0346036E+002,-1.4627840E+000, 3.4382455E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6567414E-001, 7.1756547E-001, 4.3479506E-003
 1.6272369E+001, 1.8090126E+002,-6.2299985E+001,-1.1419932E+002,-1.5005321E+000, 2.5921189E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8110740E+000, 2.9273388E+000, 4.3479506E-003
 1.6331509E+001, 1.6831524E+002,-5.7918327E+001,-1.0740598E+002,-1.4942678E+000, 2.5121575E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1534794E+000, 1.5217834E+000, 4.3479506E-003
 1.6392025E+001, 1.6716327E+002,-5.7519080E+001,-1.0595361E+002,-1.4992386E+000, 3.0178185E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7549818E+000, 2.2215224E+000, 4.3479506E-003
 1.6452539E+001, 1.8087467E+002,-6.2214118E+001,-1.1355183E+002,-1.5155060E+000, 3.3769078E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6226787E+000, 3.6269834E+000, 4.3479506E-003
 1.6509542E+001, 2.1306709E+002,-7.3508123E+001,-1.3217190E+002,-1.4623096E+000, 4.7299920E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3708374E+000, 5.9720568E+000, 4.3479506E-003
 1.6563036E+001, 2.4633935E+002,-8.5157183E+001,-1.5318267E+002,-1.5197620E+000, 5.3299088E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4340965E+000, 6.5330306E+000, 4.3479506E-003
 1.6629900E+001, 2.5914999E+002,-8.9334473E+001,-1.6456282E+002,-1.6401579E+000, 5.0888688E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7072206E+000, 3.6634231E+000, 4.3479506E-003
 1.6688332E+001, 2.3824107E+002,-8.2165101E+001,-1.5436262E+002,-1.8993991E+000, 3.0322184E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1426946E-001,-1.5573214E-001, 4.3479506E-003
 1.6746763E+001, 2.2203180E+002,-7.6722777E+001,-1.4344120E+002,-2.1241276E+000, 2.4587485E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8978904E-001,-2.3171044E-001, 4.3479506E-003
 1.6805195E+001, 2.1857386E+002,-7.5638590E+001,-1.3977429E+002,-2.5348140E+000,-2.1254444E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1532705E+000, 6.2403493E-001, 4.3479506E-003
 1.6863626E+001, 2.1607198E+002,-7.4724104E+001,-1.4009838E+002,-2.7307305E+000,-7.6202213E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.0528746E-001,-1.4888538E+000, 4.3479506E-003
 1.6926270E+001, 2.1685042E+002,-7.4962748E+001,-1.4119465E+002,-2.7807630E+000,-1.5789142E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5594331E+000,-2.1035310E+000, 4.3479506E-003
 1.6982754E+001, 2.1971883E+002,-7.5963018E+001,-1.4154170E+002,-2.6749952E+000,-1.6952458E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.9489830E-002,-4.7783431E-001, 4.3479506E-003
 1.7049677E+001, 2.1491781E+002,-7.4277568E+001,-1.4000064E+002,-2.0815512E+000, 2.8059974E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.3039412E-001,-1.4138953E+000, 4.3479506E-003
 1.7102818E+001, 2.0585420E+002,-7.1148750E+001,-1.3604021E+002,-1.6596184E+000, 4.9720597E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5449101E+000,-2.9446534E+000, 4.3479506E-003
 1.7161860E+001, 1.9103779E+002,-6.5998373E+001,-1.2826753E+002,-1.5624059E+000, 4.6522759E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.3385087E+000,-4.7439958E+000, 4.3479506E-003
 1.7220900E+001, 1.7587098E+002,-6.0731450E+001,-1.1875566E+002,-1.9465464E+000,-5.1162098E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1122362E+000,-5.5677871E+000, 4.3479506E-003
 1.7289782E+001, 1.7789023E+002,-6.1451142E+001,-1.1708456E+002,-2.1031191E+000,-4.2354612E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2769351E+000,-2.7909504E+000, 4.3479506E-003
 1.7341934E+001, 1.8538314E+002,-6.4042162E+001,-1.1939202E+002,-2.1086638E+000,-4.9779153E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0086094E-001,-2.0949131E-001, 4.3479506E-003
 1.7401468E+001, 1.9616156E+002,-6.7769283E+001,-1.2445783E+002,-2.0170307E+000,-4.4259210E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6329043E+000, 1.8731531E+000, 4.3479506E-003
 1.7461000E+001, 2.0364569E+002,-7.0385825E+001,-1.2883267E+002,-1.8738676E+000,-2.4895211E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5118198E+000, 2.5284324E+000, 4.3479506E-003
 1.7524105E+001, 2.1933135E+002,-7.5781903E+001,-1.3752237E+002,-1.7945117E+000,-1.9045474E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0992146E+000, 4.2306597E+000, 4.3479506E-003
 1.7587666E+001, 2.3226415E+002,-8.0277380E+001,-1.4698949E+002,-1.7623921E+000, 1.8551101E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5281463E+000, 3.2534383E+000, 4.3479506E-003
 1.7643518E+001, 2.4603812E+002,-8.5129787E+001,-1.5732880E+002,-1.7563394E+000, 1.8282861E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1337804E+000, 1.8414830E+000, 4.3479506E-003
 1.7710541E+001, 2.5741816E+002,-8.9102505E+001,-1.6459524E+002,-1.6637062E+000, 2.3182772E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9523080E+000, 2.0798841E+000, 4.3479506E-003
 1.7769745E+001, 2.6189114E+002,-9.0595949E+001,-1.6845075E+002,-1.8119672E+000, 1.9332015E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3136400E+000, 1.0518024E+000, 4.3479506E-003
 1.7825378E+001, 2.3045630E+002,-7.9769115E+001,-1.5175186E+002,-1.8771433E+000, 2.0352838E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2494944E+000,-2.9214652E+000, 4.3479506E-003
 1.7883526E+001, 2.0875119E+002,-7.2183144E+001,-1.3900820E+002,-1.8250205E+000, 2.6678506E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6916051E+000,-4.2384942E+000, 4.3479506E-003
 1.7941673E+001, 2.0099236E+002,-6.9698728E+001,-1.3287242E+002,-1.8286105E+000, 1.8701251E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9057658E+000,-3.3886979E+000, 4.3479506E-003
 1.8011450E+001, 1.9400579E+002,-6.7207068E+001,-1.2775669E+002,-1.6516237E+000, 3.5365361E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5150004E+000,-2.5742212E+000, 4.3479506E-003
 1.8069597E+001, 1.9888090E+002,-6.8871342E+001,-1.2795639E+002,-1.5112167E+000, 5.5521223E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8665480E-001, 5.9747616E-001, 4.3479506E-003
 1.8128908E+001, 1.9508066E+002,-6.7528614E+001,-1.2632781E+002,-1.5551131E+000, 5.6369195E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6251552E-001,-2.7451635E-001, 4.3479506E-003
 1.8180077E+001, 1.8323548E+002,-6.3371963E+001,-1.2008495E+002,-1.6465015E+000, 4.8666694E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4020079E+000,-1.8192612E+000, 4.3479506E-003
 1.8244040E+001, 1.8268635E+002,-6.3234723E+001,-1.1844562E+002,-1.7458238E+000, 3.2242842E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3157938E-001,-7.0757443E-001, 4.3479506E-003
 1.8308001E+001, 1.7765770E+002,-6.1569695E+001,-1.1586115E+002,-1.7028070E+000, 2.9849094E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.4857698E-001,-1.4460991E+000, 4.3479506E-003
 1.8371962E+001, 1.7675514E+002,-6.1191164E+001,-1.1524962E+002,-1.5201498E+000, 4.7877370E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.3738231E-001,-1.1579144E+000, 4.3479506E-003
 1.8428682E+001, 1.7273649E+002,-5.9738046E+001,-1.1273310E+002,-1.5046640E+000, 5.0446080E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.6446311E-001,-1.1888793E+000, 4.3479506E-003
 1.8487671E+001, 1.7358393E+002,-5.9950954E+001,-1.1245193E+002,-1.5216314E+000, 5.8326636E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3690412E-001,-2.8226462E-001, 4.3479506E-003
 1.8550062E+001, 1.8112404E+002,-6.2579396E+001,-1.1494716E+002,-1.6232318E+000, 5.8777503E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2483938E+000, 2.0330292E+000, 4.3479506E-003
 1.8612455E+001, 1.8726733E+002,-6.4757888E+001,-1.1829697E+002,-1.8145278E+000, 5.3991770E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7918374E+000, 2.4519313E+000, 4.3479506E-003
 1.8662369E+001, 1.9975372E+002,-6.8984779E+001,-1.2554516E+002,-1.8547526E+000, 6.6825064E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6166389E+000, 3.4358546E+000, 4.3479506E-003
 1.8729752E+001, 2.1668293E+002,-7.5029378E+001,-1.3705906E+002,-1.9628371E+000, 6.0181522E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0732365E+000, 2.6918393E+000, 4.3479506E-003
 1.8784657E+001, 2.2452402E+002,-7.7615313E+001,-1.4485483E+002,-2.0344403E+000, 5.9408250E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5035954E-001, 7.8849496E-002, 4.3479506E-003
 1.8853289E+001, 2.3027674E+002,-7.9661548E+001,-1.4847489E+002,-2.2779091E+000, 2.6252965E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7642957E-002,-1.1135550E-001, 4.3479506E-003
 1.8908192E+001, 2.1798641E+002,-7.5227664E+001,-1.4197191E+002,-2.5531921E+000, 2.5954846E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3532505E+000,-1.7637610E+000, 4.3479506E-003
 1.8963097E+001, 2.1493510E+002,-7.4360923E+001,-1.3934729E+002,-2.7286258E+000,-1.7891276E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3917755E+000,-1.5196276E+000, 4.3479506E-003
 1.9031729E+001, 2.1004401E+002,-7.2679184E+001,-1.3708105E+002,-3.0314993E+000,-6.4034251E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3969223E+000,-2.8117532E+000, 4.3479506E-003
 1.9086634E+001, 1.9574184E+002,-6.7778799E+001,-1.2884189E+002,-3.3673755E+000,-1.2012083E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3295001E+000,-4.3663431E+000, 4.3479506E-003
 1.9140045E+001, 1.8247116E+002,-6.3066983E+001,-1.1874968E+002,-3.3135678E+000,-1.0802690E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4471247E+000,-2.7671002E+000, 4.3479506E-003
 1.9201212E+001, 1.6993391E+002,-5.8721334E+001,-1.1080015E+002,-3.0748302E+000,-9.3729178E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2198759E+000,-2.7561388E+000, 4.3479506E-003
 1.9263601E+001, 1.6170143E+002,-5.5891166E+001,-1.0389885E+002,-2.8867253E+000,-7.5548373E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1739991E+000,-1.0508543E+000, 4.3479506E-003
 1.9320118E+001, 1.6921962E+002,-5.8439475E+001,-1.0654924E+002,-2.7455049E+000,-6.9634603E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5320431E+000, 1.4157570E+000, 4.3479506E-003
 1.9392397E+001, 1.7521097E+002,-6.0447371E+001,-1.1171675E+002,-2.4932024E+000,-5.8555807E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1090639E+000, 4.9509631E-001, 4.3479506E-003
 1.9444679E+001, 1.6702765E+002,-5.7580270E+001,-1.0837634E+002,-2.0379760E+000,-9.4265965E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5495560E-001,-9.7636430E-001, 4.3479506E-003
 1.9503447E+001, 1.6679505E+002,-5.7445896E+001,-1.0815699E+002,-2.0357187E+000,-2.3117021E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.0132837E-001,-8.6667497E-001, 4.3479506E-003
 1.9564344E+001, 1.6872926E+002,-5.8143344E+001,-1.0866039E+002,-2.1191314E+000,-4.9584373E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0438118E-002,-1.9857255E-001, 4.3479506E-003
 1.9625240E+001, 1.7947671E+002,-6.1854510E+001,-1.1438993E+002,-2.2929679E+000,-1.7505433E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1348198E+000, 9.2179671E-001, 4.3479506E-003
 1.9686138E+001, 2.0280708E+002,-6.9943871E+001,-1.2860420E+002,-2.3459665E+000,-2.1428392E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7504070E+000, 1.8916169E+000, 4.3479506E-003
 1.9748051E+001, 2.3658080E+002,-8.1676046E+001,-1.4821757E+002,-2.1144998E+000,-4.0381130E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3243550E+000, 4.5686495E+000, 4.3479506E-003
 1.9809456E+001, 2.4001273E+002,-8.2856894E+001,-1.5240259E+002,-1.9496286E+000, 1.0064985E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7874568E+000, 2.8136855E+000, 4.3479506E-003
 1.9870861E+001, 2.0537548E+002,-7.0704449E+001,-1.3531503E+002,-1.7629893E+000, 3.2325463E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8687126E+000,-2.3746661E+000, 4.3479506E-003
 1.9928022E+001, 1.5893005E+002,-5.4746599E+001,-1.0941601E+002,-1.6927035E+000, 2.6652851E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.4731085E+000,-6.8986097E+000, 4.3479506E-003
 1.9982353E+001, 1.3329347E+002,-4.5893175E+001,-9.1780950E+001,-1.6239442E+000, 3.5785895E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9328525E+000,-5.9688171E+000, 4.3479506E-003
 2.0047550E+001, 1.3333598E+002,-4.6058825E+001,-8.9512421E+001,-1.5987433E+000, 4.1111462E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0350871E+000,-3.7928931E+000, 4.3479506E-003
 2.0101881E+001, 1.4322170E+002,-4.9429901E+001,-9.4418852E+001,-1.4480882E+000, 4.4124180E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3370909E+000,-2.0310173E+000, 4.3479506E-003
 2.0171425E+001, 1.5492464E+002,-5.3383605E+001,-9.9296175E+001,-1.4113165E+000, 5.1406754E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4264610E-001, 8.8495211E-001, 4.3479506E-003
 2.0222822E+001, 1.5895757E+002,-5.4691531E+001,-1.0034784E+002,-1.1119813E+000, 8.1068385E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5093595E+000, 2.8872812E+000, 4.3479506E-003
 2.0288563E+001, 1.7022042E+002,-5.8529982E+001,-1.0591241E+002,-1.0424038E+000, 8.3806185E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2380813E+000, 4.8194251E+000, 4.3479506E-003
 2.0343784E+001, 1.8914817E+002,-6.5156894E+001,-1.1679529E+002,-1.0361604E+000, 8.6899047E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7822760E+000, 6.2467242E+000, 4.3479506E-003
 2.0401636E+001, 2.0885041E+002,-7.1915150E+001,-1.2944020E+002,-1.0346272E+000, 9.0155486E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1352605E+000, 6.5505847E+000, 4.3479506E-003
 2.0467487E+001, 2.2218256E+002,-7.6628271E+001,-1.3977561E+002,-1.0401102E+000, 9.1816229E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3569887E+000, 4.8303837E+000, 4.3479506E-003
 2.0529028E+001, 2.3577387E+002,-8.1247622E+001,-1.4949671E+002,-1.0565631E+000, 9.4892298E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7580941E+000, 4.0678597E+000, 4.3479506E-003
 2.0586590E+001, 2.3824727E+002,-8.2185883E+001,-1.5204102E+002,-1.1282380E+000, 9.0243073E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0104009E+000, 2.9823714E+000, 4.3479506E-003
 2.0641499E+001, 2.2406427E+002,-7.7327447E+001,-1.4682519E+002,-1.1861946E+000, 8.0746339E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7645476E-001,-1.1938207E+000, 4.3479506E-003
 2.0707390E+001, 2.2729775E+002,-7.8494962E+001,-1.4929478E+002,-1.1559890E+000, 7.2883201E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0413163E+000,-1.5751009E+000, 4.3479506E-003
 2.0762297E+001, 2.4426172E+002,-8.4522793E+001,-1.5813112E+002,-1.1901085E+000, 6.5405863E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.3411556E-001, 4.8310135E-001, 4.3479506E-003
 2.0828188E+001, 2.5693535E+002,-8.8805436E+001,-1.6568632E+002,-1.2403512E+000, 6.4376511E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6847507E-001, 1.2676223E+000, 4.3479506E-003
 2.0883097E+001, 2.6337138E+002,-9.1094276E+001,-1.6953967E+002,-1.2526603E+000, 7.2610000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0463173E+000, 1.5573869E+000, 4.3479506E-003
 2.0948769E+001, 2.5479923E+002,-8.8181203E+001,-1.6531573E+002,-1.3126112E+000, 7.6083172E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3852895E-001, 6.5766395E-002, 4.3479506E-003
 2.1002525E+001, 2.6756844E+002,-9.2659844E+001,-1.7136041E+002,-1.4985061E+000, 7.2006212E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4207405E+000, 2.1216871E+000, 4.3479506E-003
 2.1070637E+001, 2.6968906E+002,-9.3428394E+001,-1.7550126E+002,-1.7139698E+000, 6.7882741E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2829982E-001,-8.8668061E-001, 4.3479506E-003
 2.1126158E+001, 2.2584327E+002,-7.8119984E+001,-1.5300184E+002,-1.7842123E+000, 6.7005966E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0148668E+000,-6.9957565E+000, 4.3479506E-003
 2.1186838E+001, 1.7465448E+002,-6.0431795E+001,-1.2123755E+002,-1.6415614E+000, 7.2469403E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.5824624E+000,-8.5839531E+000, 4.3479506E-003
 2.1247520E+001, 1.4867625E+002,-5.1509037E+001,-1.0393237E+002,-1.5088434E+000, 6.5446650E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.1703907E+000,-8.2085554E+000, 4.3479506E-003
 2.1309214E+001, 1.3653400E+002,-4.7212111E+001,-9.4273580E+001,-1.4900806E+000, 5.5334716E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.7504016E+000,-6.3864316E+000, 4.3479506E-003
 2.1368176E+001, 1.4539516E+002,-5.0235180E+001,-9.5199681E+001,-1.4115967E+000, 6.2407044E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7197252E+000,-1.3888866E+000, 4.3479506E-003
 2.1429363E+001, 1.5636369E+002,-5.3940466E+001,-1.0059874E+002,-1.2789808E+000, 7.4069441E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8756573E-001, 6.1957748E-001, 4.3479506E-003
 2.1481985E+001, 1.6159933E+002,-5.5714052E+001,-1.0393446E+002,-1.2292059E+000, 8.3208179E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8125570E-001, 8.0481790E-001, 4.3479506E-003
